Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities,day_from_jan_first,Lat,Long,Country/Province,firstcase,density,medianage,urbanpop,hospibed,sexratio,lung,fertility,avgtemp,avghumidity,month,day,days_from_firstcase
32,,Afghanistan,22/2/2020,0,0,53,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,2,22,-1
33,,Afghanistan,23/2/2020,0,0,54,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,2,23,0
34,,Afghanistan,24/2/2020,1,0,55,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,2,24,1
35,,Afghanistan,25/2/2020,1,0,56,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,2,25,2
36,,Afghanistan,26/2/2020,1,0,57,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,2,26,3
37,,Afghanistan,27/2/2020,1,0,58,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,2,27,4
38,,Afghanistan,28/2/2020,1,0,59,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,2,28,5
39,,Afghanistan,29/2/2020,1,0,60,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,2,29,6
40,,Afghanistan,1/3/2020,1,0,61,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,1,7
41,,Afghanistan,2/3/2020,1,0,62,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,2,8
42,,Afghanistan,3/3/2020,1,0,63,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,3,9
43,,Afghanistan,4/3/2020,1,0,64,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,4,10
44,,Afghanistan,5/3/2020,1,0,65,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,5,11
45,,Afghanistan,6/3/2020,1,0,66,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,6,12
46,,Afghanistan,7/3/2020,1,0,67,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,7,13
47,,Afghanistan,8/3/2020,4,0,68,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,8,14
48,,Afghanistan,9/3/2020,4,0,69,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,9,15
49,,Afghanistan,10/3/2020,5,0,70,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,10,16
50,,Afghanistan,11/3/2020,7,0,71,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,11,17
51,,Afghanistan,12/3/2020,7,0,72,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,12,18
52,,Afghanistan,13/3/2020,7,0,73,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,13,19
53,,Afghanistan,14/3/2020,11,0,74,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,14,20
54,,Afghanistan,15/3/2020,16,0,75,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,15,21
55,,Afghanistan,16/3/2020,21,0,76,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,16,22
56,,Afghanistan,17/3/2020,22,0,77,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,17,23
57,,Afghanistan,18/3/2020,22,0,78,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,18,24
58,,Afghanistan,19/3/2020,22,0,79,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,19,25
59,,Afghanistan,20/3/2020,24,0,80,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,20,26
60,,Afghanistan,21/3/2020,24,0,81,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,21,27
61,,Afghanistan,22/3/2020,40,1,82,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,22,28
62,,Afghanistan,23/3/2020,40,1,83,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,23,29
63,,Afghanistan,24/3/2020,74,1,84,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,24,30
64,,Afghanistan,25/3/2020,84,2,85,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,25,31
65,,Afghanistan,26/3/2020,94,4,86,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,26,32
66,,Afghanistan,27/3/2020,110,4,87,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,27,33
67,,Afghanistan,28/3/2020,110,4,88,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,28,34
68,,Afghanistan,29/3/2020,120,4,89,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,29,35
69,,Afghanistan,30/3/2020,170,4,90,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,30,36
70,,Afghanistan,31/3/2020,174,4,91,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,3,31,37
71,,Afghanistan,1/4/2020,237,4,92,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,4,1,38
72,,Afghanistan,2/4/2020,273,6,93,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,4,2,39
73,,Afghanistan,3/4/2020,281,6,94,33,65,Afghanistan,23/2/2020,60,18,25,0.5,1.03,37.62,5.12,6.216666667,56.93333333,4,3,40
108,,Albania,22/1/2020,0,0,22,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,1,22,-45
109,,Albania,23/1/2020,0,0,23,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,1,23,-44
110,,Albania,24/1/2020,0,0,24,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,1,24,-43
111,,Albania,25/1/2020,0,0,25,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,1,25,-42
112,,Albania,26/1/2020,0,0,26,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,1,26,-41
113,,Albania,27/1/2020,0,0,27,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,1,27,-40
114,,Albania,28/1/2020,0,0,28,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,1,28,-39
115,,Albania,29/1/2020,0,0,29,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,1,29,-38
116,,Albania,30/1/2020,0,0,30,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,1,30,-37
117,,Albania,31/1/2020,0,0,31,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,1,31,-36
118,,Albania,1/2/2020,0,0,32,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,1,-35
119,,Albania,2/2/2020,0,0,33,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,2,-34
120,,Albania,3/2/2020,0,0,34,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,3,-33
121,,Albania,4/2/2020,0,0,35,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,4,-32
122,,Albania,5/2/2020,0,0,36,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,5,-31
123,,Albania,6/2/2020,0,0,37,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,6,-30
124,,Albania,7/2/2020,0,0,38,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,7,-29
125,,Albania,8/2/2020,0,0,39,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,8,-28
126,,Albania,9/2/2020,0,0,40,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,9,-27
127,,Albania,10/2/2020,0,0,41,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,10,-26
128,,Albania,11/2/2020,0,0,42,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,11,-25
129,,Albania,12/2/2020,0,0,43,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,12,-24
130,,Albania,13/2/2020,0,0,44,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,13,-23
131,,Albania,14/2/2020,0,0,45,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,14,-22
132,,Albania,15/2/2020,0,0,46,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,15,-21
133,,Albania,16/2/2020,0,0,47,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,16,-20
134,,Albania,17/2/2020,0,0,48,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,17,-19
135,,Albania,18/2/2020,0,0,49,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,18,-18
136,,Albania,19/2/2020,0,0,50,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,19,-17
137,,Albania,20/2/2020,0,0,51,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,20,-16
138,,Albania,21/2/2020,0,0,52,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,21,-15
139,,Albania,22/2/2020,0,0,53,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,22,-14
140,,Albania,23/2/2020,0,0,54,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,23,-13
141,,Albania,24/2/2020,0,0,55,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,24,-12
142,,Albania,25/2/2020,0,0,56,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,25,-11
143,,Albania,26/2/2020,0,0,57,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,26,-10
144,,Albania,27/2/2020,0,0,58,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,27,-9
145,,Albania,28/2/2020,0,0,59,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,28,-8
146,,Albania,29/2/2020,0,0,60,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,2,29,-7
147,,Albania,1/3/2020,0,0,61,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,1,-6
148,,Albania,2/3/2020,0,0,62,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,2,-5
149,,Albania,3/3/2020,0,0,63,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,3,-4
150,,Albania,4/3/2020,0,0,64,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,4,-3
151,,Albania,5/3/2020,0,0,65,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,5,-2
152,,Albania,6/3/2020,0,0,66,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,6,-1
153,,Albania,7/3/2020,0,0,67,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,7,0
154,,Albania,8/3/2020,0,0,68,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,8,1
155,,Albania,9/3/2020,2,0,69,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,9,2
156,,Albania,10/3/2020,10,0,70,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,10,3
157,,Albania,11/3/2020,12,1,71,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,11,4
158,,Albania,12/3/2020,23,1,72,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,12,5
159,,Albania,13/3/2020,33,1,73,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,13,6
160,,Albania,14/3/2020,38,1,74,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,14,7
161,,Albania,15/3/2020,42,1,75,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,15,8
162,,Albania,16/3/2020,51,1,76,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,16,9
163,,Albania,17/3/2020,55,1,77,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,17,10
164,,Albania,18/3/2020,59,2,78,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,18,11
165,,Albania,19/3/2020,64,2,79,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,19,12
166,,Albania,20/3/2020,70,2,80,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,20,13
167,,Albania,21/3/2020,76,2,81,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,21,14
168,,Albania,22/3/2020,89,2,82,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,22,15
169,,Albania,23/3/2020,104,4,83,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,23,16
170,,Albania,24/3/2020,123,5,84,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,24,17
171,,Albania,25/3/2020,146,5,85,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,25,18
172,,Albania,26/3/2020,174,6,86,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,26,19
173,,Albania,27/3/2020,186,8,87,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,27,20
174,,Albania,28/3/2020,197,10,88,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,28,21
175,,Albania,29/3/2020,212,10,89,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,29,22
176,,Albania,30/3/2020,223,11,90,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,30,23
177,,Albania,31/3/2020,243,15,91,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,3,31,24
178,,Albania,1/4/2020,259,15,92,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,1,25
179,,Albania,2/4/2020,277,16,93,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,2,26
180,,Albania,3/4/2020,304,17,94,41.1533,20.1683,Albania,7/3/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,3,27
215,,Algeria,22/1/2020,0,0,22,28.0339,1.6596,Algeria,24/2/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,1,22,-33
216,,Algeria,23/1/2020,0,0,23,28.0339,1.6596,Algeria,24/2/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,1,23,-32
217,,Algeria,24/1/2020,0,0,24,28.0339,1.6596,Algeria,24/2/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,1,24,-31
218,,Algeria,25/1/2020,0,0,25,28.0339,1.6596,Algeria,24/2/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,1,25,-30
219,,Algeria,26/1/2020,0,0,26,28.0339,1.6596,Algeria,24/2/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,1,26,-29
220,,Algeria,27/1/2020,0,0,27,28.0339,1.6596,Algeria,24/2/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,1,27,-28
221,,Algeria,28/1/2020,0,0,28,28.0339,1.6596,Algeria,24/2/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,1,28,-27
222,,Algeria,29/1/2020,0,0,29,28.0339,1.6596,Algeria,24/2/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,1,29,-26
223,,Algeria,30/1/2020,0,0,30,28.0339,1.6596,Algeria,24/2/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,1,30,-25
224,,Algeria,31/1/2020,0,0,31,28.0339,1.6596,Algeria,24/2/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,1,31,-24
225,,Algeria,1/2/2020,0,0,32,28.0339,1.6596,Algeria,24/2/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,2,1,-23
226,,Algeria,2/2/2020,0,0,33,28.0339,1.6596,Algeria,24/2/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,2,2,-22
227,,Algeria,3/2/2020,0,0,34,28.0339,1.6596,Algeria,24/2/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,2,3,-21
228,,Algeria,4/2/2020,0,0,35,28.0339,1.6596,Algeria,24/2/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,2,4,-20
229,,Algeria,5/2/2020,0,0,36,28.0339,1.6596,Algeria,24/2/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,2,5,-19
230,,Algeria,6/2/2020,0,0,37,28.0339,1.6596,Algeria,24/2/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,2,6,-18
231,,Algeria,7/2/2020,0,0,38,28.0339,1.6596,Algeria,24/2/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,2,7,-17
232,,Algeria,8/2/2020,0,0,39,28.0339,1.6596,Algeria,24/2/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,2,8,-16
233,,Algeria,9/2/2020,0,0,40,28.0339,1.6596,Algeria,24/2/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,2,9,-15
234,,Algeria,10/2/2020,0,0,41,28.0339,1.6596,Algeria,24/2/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,2,10,-14
235,,Algeria,11/2/2020,0,0,42,28.0339,1.6596,Algeria,24/2/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,2,11,-13
236,,Algeria,12/2/2020,0,0,43,28.0339,1.6596,Algeria,24/2/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,2,12,-12
237,,Algeria,13/2/2020,0,0,44,28.0339,1.6596,Algeria,24/2/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,2,13,-11
238,,Algeria,14/2/2020,0,0,45,28.0339,1.6596,Algeria,24/2/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,2,14,-10
239,,Algeria,15/2/2020,0,0,46,28.0339,1.6596,Algeria,24/2/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,2,15,-9
